Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
4WARD.VC,https://www.crunchbase.com/organization/4ward-vc-s-partner-in-crime-climate-accelerator,"Accelerator, Venture Capital",6,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed","The world’s most hands-on, sales & traction-focused accelerator for elite early stage climate companies.","Europe, Middle East, and Africa (EMEA)",2022-01-01,year,http://4ward.vc/accelerator,https://www.linkedin.com/company/86764424,6,1,
Dexzbitz Corp,https://www.crunchbase.com/organization/dexzbitz-corp,"Accelerator, Angel Group, Corporate Venture Capital, Hedge Fund, Investment Bank, Micro VC, Private Equity Firm, Venture Capital",6,,"Zürich, Zurich, Switzerland","Crowdfunding, Early Stage Venture, Late Stage Venture, Private Equity, Seed","VC arm of Dexzbitz DAO, funds decentralized projects. It empowers token holders to vote on investments, ensuring transparency and innovation","Europe, Middle East, and Africa (EMEA)",2016-01-11,day,https://dexzbitz.com,,4,5,
4See Ventures,https://www.crunchbase.com/organization/4see-ventures,Venture Capital,6,,"Secheron, Geneve, Switzerland",Seed,4see ventures is a Swiss venture capital firm investing in exceptional entrepreneurs who are defining the future.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://4seeventures.ch/,https://www.linkedin.com/company/4seeventures,4,1,
Tenderloin Ventures,https://www.crunchbase.com/organization/tenderloin-ventures,Venture Capital,6,,"Zug, Zug, Switzerland","Early Stage Venture, Seed","Tenderloin Ventures is a seed stage venture capital fund with a focus on high growth companies in the tech, e-commerce, and software space.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://tenderloin.ch,http://www.linkedin.com/company/tenderloin-ventures,4,1,
Credit Suisse Entrepreneur Capital,https://www.crunchbase.com/organization/credit-suisse-entrepreneur-capital,Venture Capital,6,,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture, Seed",Credit Suisse Entrepreneur Capital is a Investment Banking Company.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://www.credit-suisse.com/in/en.html,https://www.linkedin.com/company/credit-suisse,5,2,
EVA Basel,https://www.crunchbase.com/organization/eva-basel,"Entrepreneurship Program, Venture Capital",6,,"Basel, Basel-Stadt, Switzerland","Early Stage Venture, Seed",EVA is sparring partner for new entrepreneurs in the Life Sciences with planned base in north-western Switzerland.,"Europe, Middle East, and Africa (EMEA)",1996-01-01,year,http://eva-basel.ch/en,https://www.linkedin.com/company/eva---the-basel-start-up-agency/about/,5,3,
Sallfort Privatbank AG,https://www.crunchbase.com/organization/sallfort-privatbank-ag,"Investment Bank, Venture Capital",6,1,"Basel, Basel-Stadt, Switzerland",Late Stage Venture,Sallfort Privatbank AG is a provider of financial services and investment information.,"Europe, Middle East, and Africa (EMEA)",1993-01-01,year,http://sallfort.com/,https://www.linkedin.com/company/sallfort-privatbank-ag,4,2,
BTS Investment Advisors,https://www.crunchbase.com/organization/bts-investment-advisors,"Private Equity Firm, Venture Capital",6,,"Zürich, Zurich, Switzerland","Private Equity, Venture",BTS Investment Advisors is a private equity and venture capital arm of BTS Belvoir Trust AG.,"Europe, Middle East, and Africa (EMEA)",2001-01-01,year,,,6,4,
ABC Capital,https://www.crunchbase.com/organization/abc-capital,"Private Equity Firm, Venture Capital",6,,"Geneva, Geneve, Switzerland",,ABC Capital,"Europe, Middle East, and Africa (EMEA)",,,http://www.abccapital.com,,6,3,
EFI Lake Geneva Ventures,https://www.crunchbase.com/organization/efi-lake-geneva-ventures,Venture Capital,6,,"Geneva, Geneve, Switzerland",Early Stage Venture,EFI Lake Geneva Ventures is a seed and early-stage investment strategy.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://lakegenevaventures.com,https://www.linkedin.com/company/efi-lake-geneva-ventures,6,2,
Affentranger Associates,https://www.crunchbase.com/organization/affentranger-associates,Venture Capital,6,2,"Zürich, Zurich, Switzerland",,Affentranger Associates is a business platform focused on the theme of value creation with its core competency in hands-on management.,"Europe, Middle East, and Africa (EMEA)",2002-01-01,year,http://www.aasa.com,http://www.linkedin.com/company/affentranger-associates-sa,5,4,1
MA Ventures,https://www.crunchbase.com/organization/ma-ventures,Venture Capital,6,1,"Schönbühl, Bern, Switzerland",Early Stage Venture,Investments in the MA Universe.,"Europe, Middle East, and Africa (EMEA)",2019-11-01,day,https://www.ma.ventures,https://www.linkedin.com/company/ma-ventures-gmaa/,5,3,
Baloise Strategic Ventures,https://www.crunchbase.com/organization/baloise-strategic-ventures,Venture Capital,6,,"Basel, Basel-Stadt, Switzerland",Seed,Baloise Strategic Ventures is a seed investor invests in UK and US based Startups.,"Europe, Middle East, and Africa (EMEA)",,,,,6,3,
Venture Partners AG,https://www.crunchbase.com/organization/venture-partners-ag,Venture Capital,6,2,"Zürich, Zurich, Switzerland","Early Stage Venture, Late Stage Venture",Venture Partners AG is a leading European Venture firm with locations in Switzerland and Boston.,"Europe, Middle East, and Africa (EMEA)",,,http://www.venturepartners.ch,,6,2,
SwissBorg,https://www.crunchbase.com/organization/swissborg,Venture Capital,5,,"Lausanne, Vaud, Switzerland","Initial Coin Offering, Seed","We are on a mission to democratise crypto wealth management by making it fun, fair and community-centric.","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://swissborg.com,https://www.linkedin.com/company/swissborg,5,,
Collateral Good Ventures,https://www.crunchbase.com/organization/collateral-good-ventures,Venture Capital,5,,"Pfäffikon, Zurich, Switzerland",,"Collateral Good Ventures is a Swiss-based climate-first Venture Capital platform., which seeks to transform polluting industry systems.","Europe, Middle East, and Africa (EMEA)",2022-08-01,day,https://www.collateralgoodventures.com/,https://www.linkedin.com/company/collateralgoodventures/,5,3,
arc investors,https://www.crunchbase.com/organization/arc-investors,Venture Capital,5,,"Zürich, Zurich, Switzerland",Early Stage Venture,arc investors are investing in exceptional entrepreneurs and innovations that are disrupting established sectors and environments,"Europe, Middle East, and Africa (EMEA)",,,https://www.arcinvestors.com,https://www.linkedin.com/company/arc-investors/about,5,,
Shibumi International,https://www.crunchbase.com/organization/shibumi-international,Venture Capital,5,,"Geneva, Geneve, Switzerland","Early Stage Venture, Seed, Venture",Shibumi International is a venture capital vehicle investing in early stage startups in the built environment.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.shibumi-international.com/,https://www.linkedin.com/company/shibumi-international,4,3,
Galeo-Ventures,https://www.crunchbase.com/organization/galeo-vent,Venture Capital,5,1,"Geneva, Geneve, Switzerland",Venture,Galeo-Ventures is a venture capital firm specializing in growth capital investments.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://galeo-ventures.com/,,4,1,
JVMO,https://www.crunchbase.com/organization/canopei,Venture Capital,5,1,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed","JVMO invests in tech-enabled health, wellness, and longevity companies to keep people healthy.","Europe, Middle East, and Africa (EMEA)",2016-09-01,month,https://jvmo.co,https://www.linkedin.com/company/jvmo-ltd-,5,,
Scala Ventures,https://www.crunchbase.com/organization/scala-ventures,Venture Capital,5,3,"Lugano, Ticino, Switzerland",Seed,Scala Ventures provides and participates in growth opportunities in the Digital Media Sector.,"Europe, Middle East, and Africa (EMEA)",2013-01-10,day,http://www.scala-ventures.com,https://www.linkedin.com/company-beta/2934895/,4,2,
PA MedTech VC Fund,https://www.crunchbase.com/organization/pa-medtech-vc-fund,Venture Capital,5,,"Pfaffikon, Zurich, Switzerland","Early Stage Venture, Late Stage Venture",A MedTech VC fund mainly finances start-up businesses.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,,,5,,
New Value,https://www.crunchbase.com/organization/new-value,Venture Capital,5,1,"Baar, Zug, Switzerland",,"New Value invests directly in private, upwardly mobile companies located in Switzerland and the German-speaking region.","Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.newvalue.ch,,4,1,
02X6-CAPITAL,https://www.crunchbase.com/organization/02x6-capital,"Accelerator, Angel Group, Corporate Venture Capital, Incubator, Investment Bank, Micro VC, Private Equity Firm, Venture Capital",4,,"Zürich, Zurich, Switzerland","Crowdfunding, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Private Equity, Seed",02X6 CAPITAL IS INVESTMENT FIRM INVEST IN STARTUP VIA IEO AND ICO AND PRIVATE EQUITY,"Europe, Middle East, and Africa (EMEA)",2016-05-12,day,https://02x6.com/,,3,1,
Atrinum. | Ventures,https://www.crunchbase.com/organization/atrinum-ventures-ag,"Accelerator, Micro VC, Venture Capital",4,,"Zug, Zug, Switzerland","Early Stage Venture, Seed, Venture",Atrinum. | Ventures is a Swiss Micro VC company that provides investment and consulting services for early and middle market companies.,"Europe, Middle East, and Africa (EMEA)",2018-01-16,day,http://www.atrinumventures.com,,4,4,
VIVA Investment Partners,https://www.crunchbase.com/organization/viva-investment-partners,Venture Capital,4,,"Zollikon, Zurich, Switzerland",,"VIVA Investment Partners (VIP) is a Swiss-based investment corporation with a presence in London, Athens and Zurich.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://vivapartners.net,https://www.linkedin.com/company/viva-investment-partners,3,3,
PCS Holding,https://www.crunchbase.com/organization/pcs-holding-ag,"Private Equity Firm, Venture Capital",4,,"Frauenfeld, Thurgau, Switzerland",,PCS Holding is an investment company that supports the development of its portfolio companies.,"Europe, Middle East, and Africa (EMEA)",,,https://pcs-holding.ch,https://www.linkedin.com/company/pcs-holding-ag,2,1,
Forty51 Ventures,https://www.crunchbase.com/organization/forty51-ventures,Venture Capital,4,,"Basel, Basel-Stadt, Switzerland",,Forty51 Ventures is the Biotech Venture Capital.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,http://www.forty51ventures.com/,https://www.linkedin.com/company/forty51ventures,3,3,
Ordway Selections,https://www.crunchbase.com/organization/ordway-selections,"Private Equity Firm, Venture Capital",4,,"Zug, Zug, Switzerland",Late Stage Venture,"Ordway Selections is a private investment company focused on food and agricultural technology, health and wellness, and blockchain.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,http://ordwayselections.ordwaycapital.com/,https://www.linkedin.com/company/ordway-selections,3,2,
XR Invest,https://www.crunchbase.com/organization/xr-invest,Venture Capital,4,1,"Zug, Zug, Switzerland",Early Stage Venture,XR Invest (formerly AO Invest) focuses on healthcare start-ups.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://xr-invest.com,,2,2,
Swiss Diabetes Venture Fund,https://www.crunchbase.com/organization/swiss-diabetes-venture-fund,Venture Capital,4,,"Lausanne, Vaud, Switzerland","Early Stage Venture, Venture",Swiss Diabetes Venture Fund is a europe’s first venture fund dedicated to diabetes technology.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://diabetesfund.vc/,https://www.linkedin.com/showcase/swiss-diabetes-venture-fund/?originalSubdomain=ch,4,3,
Diamond Capital Company,https://www.crunchbase.com/organization/diamond-capital-company,Venture Capital,4,3,"Geneva, Geneve, Switzerland",Early Stage Venture,"Diamond Capital Company offers fixed income, equity, and alternative investment opportunities to clients around the world.","Europe, Middle East, and Africa (EMEA)",1972-01-01,year,http://www.diamondcapital.net,https://www.linkedin.com/company/diamond-capital-investments,4,,2
DIventures,https://www.crunchbase.com/organization/diventures,Venture Capital,4,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed, Venture",DIventures is a venture capital firm focused on accelerating FinTech and RegTech innovations and trends.,"Europe, Middle East, and Africa (EMEA)",2017-03-01,day,http://www.diventures.ch/de/home/,https://www.linkedin.com/company/diventures-management-gmbh,2,2,
Stake Capital Group,https://www.crunchbase.com/organization/stake-capital-group,Venture Capital,4,,"Zug, Zug, Switzerland","Early Stage Venture, Seed",Stake Capital Group is an Investment firm.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.stake.capital,https://www.linkedin.com/company/stake-capital,4,1,
DD Venture Capital,https://www.crunchbase.com/organization/dd-venture-capital,Venture Capital,4,,"Zug, Zug, Switzerland",Early Stage Venture,DD Venture Capital (DD = data-driven) invests in early-stage FinTech ventures,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.ddvc.ch/,https://www.linkedin.com/company/ddvc2020/,4,,
Swiss Entrepreneurs Fund,https://www.crunchbase.com/organization/swiss-entrepreneurs-fund,Venture Capital,4,1,"Zürich, Zurich, Switzerland",Early Stage Venture,Swiss Entrepreneurs Fund is invests in startups and SMEs in the growth phase with a financing requirement of between CHF 5-20 million.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://swissef.ch/fund/,https://www.linkedin.com/company/swissef,4,,
EPS Value Plus,https://www.crunchbase.com/organization/eps-value-plus,Venture Capital,4,1,"Zürich, Zurich, Switzerland",,"EPS Value Plus, a Swiss-based asset management company, provides venture capital to SMEs through private and institutional investors.","Europe, Middle East, and Africa (EMEA)",,,http://www.epsvalueplus.ch,,4,,
ZKB Pharma Vision Fund,https://www.crunchbase.com/organization/zkb-pharma-vision-fund,Venture Capital,4,1,"Zürich, Zurich, Switzerland",Early Stage Venture,ZKB Pharma Vision Fund is a global healthcare fund focusing on all different subsectors in the healthcare space.,"Europe, Middle East, and Africa (EMEA)",,,,,4,2,1
DEFI Gestion,https://www.crunchbase.com/organization/defi-gestion,Venture Capital,4,2,"Lausanne, Vaud, Switzerland",Early Stage Venture,"DEFI Gestion SA has close to CHF 200 million in assets under management, for institutional as well as individual clients.","Europe, Middle East, and Africa (EMEA)",1990-01-01,year,http://www.defigestion.ch,,3,,1
Centralway Ventures,https://www.crunchbase.com/organization/centralway-ventures,Venture Capital,4,,"Zürich, Zurich, Switzerland",,"Centralway Ventures is a venture capital firm specializing in seed start up, and early stage investments.","Europe, Middle East, and Africa (EMEA)",,,https://www.centralway.com/,,3,2,
Altos Venture,https://www.crunchbase.com/organization/altos-venture,Venture Capital,4,1,"Allschwil, Basel-Landschaft, Switzerland",,Altos Venture is a venture capital firm that specializes in seed/start-up investments. ,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,,,2,3,
Gagra Ventures,https://www.crunchbase.com/organization/gagra-ventures,Venture Capital,3,,"Zug, Zug, Switzerland",Seed,Gagra Ventures is a venture capital firm that invests in the blockchain area.,"Europe, Middle East, and Africa (EMEA)",,,https://gagra.vc,,3,2,
AtmosClear Investments,https://www.crunchbase.com/organization/atmosclear-investments,"Private Equity Firm, Venture Capital",3,,"Lausanne, Vaud, Switzerland","Private Equity, Seed, Venture",Private equity and venture capital group focused on sustainable infrastructure and clean-tech venture capital.,"Europe, Middle East, and Africa (EMEA)",2002-01-01,year,https://atmosclear.investments/,https://www.linkedin.com/company/998603/admin/,3,1,
Maximon,https://www.crunchbase.com/organization/maximon,Venture Capital,3,,"Zug, Zug, Switzerland","Seed, Venture","Maximon empowers entrepreneurs to build impactful, science-based and scalable companies providing healthy aging and rejuvenation solutions.","Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.maximon.com/,https://www.linkedin.com/company/maximon/about/,3,3,
Primwest,https://www.crunchbase.com/organization/primwest-2,"Family Investment Office, Venture Capital",3,,"Geneva, Geneve, Switzerland",Early Stage Venture,Switzerland-based single family office,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,https://www.primwest.com,https://www.linkedin.com/company/primwestsa/,3,1,
369 Capital,https://www.crunchbase.com/organization/369-capital,Venture Capital,3,,"Lugano, Ticino, Switzerland",Early Stage Venture,369 Capital makes strategic investments in companies that are shaping the future of our world through Blockchain technology.,"Europe, Middle East, and Africa (EMEA)",,,https://www.369.io/,https://www.linkedin.com/company/369-capital-sa,3,,
Emma Ventures,https://www.crunchbase.com/organization/emma-ventures,Venture Capital,3,,"Zürich, Zurich, Switzerland",Seed,Emma Ventures is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2023-01-01,year,https://www.emma.vc,https://www.linkedin.com/company/emmaventures,3,2,
Lurra Capital,https://www.crunchbase.com/organization/lurra-capital,"Family Investment Office, Private Equity Firm, Venture Capital",3,,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture","Lurra Capital is private capital investment firm with a core focus on Venture Capital, Real Estate and Private Equity.","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.lurracapital.com,https://ch.linkedin.com/company/lurra-capital-ag?trk=public_profile_topcard-current-company ,3,,
Ariane Capital,https://www.crunchbase.com/organization/ariane-capital,"Accelerator, Family Investment Office, Private Equity Firm, Venture Capital",3,,"Geneva, Geneve, Switzerland","Convertible Note, Debt, Initial Coin Offering, Secondary Market, Seed",Ariane Capital is a multi-family office specialized in wealth management and cryptocurrency,"Europe, Middle East, and Africa (EMEA)",2013-10-01,month,https://arianecapital.com/,https://.linkedin.com/company/ariane-capital/,3,,
Black Pearl Capital,https://www.crunchbase.com/organization/black-pearl-capital-partners,"Private Equity Firm, Venture Capital",3,,"Geneva, Geneve, Switzerland","Private Equity, Seed, Venture",Black Pearl Capital was established as a multi-family office to manage our founding partners' proprietary investments.,"Europe, Middle East, and Africa (EMEA)",2007-01-01,day,http://www.blackpearlcap.com,https://www.linkedin.com/company/black-pearl-capital/,3,,
Kodori AG,https://www.crunchbase.com/organization/kodori-ag,Venture Capital,3,,"Zug, Zug, Switzerland",Early Stage Venture,Kodori AG is a private investment company investing in early stage mental health innovations and related industries,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.kodori.ch/,https://www.linkedin.com/company/kodori-ventures/,2,2,
TO Ventures,https://www.crunchbase.com/organization/to-ventures,Venture Capital,3,,"Gstaad, Bern, Switzerland",Venture,TO Ventures is investing in companies to accelerate Earth's most vital ventures.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://to.org/ventures,https://www.linkedin.com/company/toorg,3,,
FORM Life Ventures,https://www.crunchbase.com/organization/form-life-ventures,Venture Capital,3,,"Zürich, Zurich, Switzerland",Seed,"FORM Life Ventures funds sustainable, tech-enabled companies driving the shift from traditional sickcare to modern healthcare.","Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://www.form.life/,https://www.linkedin.com/company/formlife/,2,,
Binary Builders,https://www.crunchbase.com/organization/binary-builders,Venture Capital,3,,"Zug, Zug, Switzerland",Early Stage Venture,Binary Builders provides a range of services with the goal to help building the future of Web3.,"Europe, Middle East, and Africa (EMEA)",,,https://binary.builders/,https://www.linkedin.com/company/binary-builders/,3,,
Bayard Capital,https://www.crunchbase.com/organization/bayard-capital,Venture Capital,3,1,"Zug, Zug, Switzerland","Early Stage Venture, Private Equity","Bayard Capital is a privately-owned investment firm which invests globally across a diverse range of established companies,.","Europe, Middle East, and Africa (EMEA)",2003-05-01,month,https://www.bayardcapitalag.com/,,3,,
H.I. Capital,https://www.crunchbase.com/organization/h-i-capital,"Private Equity Firm, Venture Capital",3,2,"Zug, Zug, Switzerland",Early Stage Venture,Venture Capital fund with strong network and support services,"Europe, Middle East, and Africa (EMEA)",2017-01-01,day,http://hicapital.co,https://www.linkedin.com/company/h-i-capital/,3,2,
Chi Impact Capital,https://www.crunchbase.com/organization/chi-impact-capital,Venture Capital,3,,"Zürich, Zurich, Switzerland",Early Stage Venture,Chi Impact Capital is a fully independent and dedicated Swiss based impact investment management firm. ,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,http://chi-impact.com/,https://www.linkedin.com/company/chi-impact-capital,3,,
Anker Capital,https://www.crunchbase.com/organization/anker-capital-e138,Venture Capital,3,,"Zug, Zug, Switzerland",,"Anker Capita is a dynamic, ambitious firm that offers services in the area of corporate finance.","Europe, Middle East, and Africa (EMEA)",,,https://anker-capital.ch/en/home,https://www.linkedin.com/company/anker-capital-ag/,3,,
LG Capital,https://www.crunchbase.com/organization/lg-capital,"Incubator, Venture Capital",3,1,"Pfaffikon, Zurich, Switzerland","Early Stage Venture, Seed","LG Capital is a venture capital specialist that focuses on identifying, coaching, and investing in founding teams.","Europe, Middle East, and Africa (EMEA)",,,https://www.lg-cap.com/,https://www.linkedin.com/company/lg-capital-ag,3,,
to.org,https://www.crunchbase.com/organization/to-org,Venture Capital,3,,"Gstaad, Bern, Switzerland",,to.org is a Civic & Social Organization.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://to.org/,https://www.linkedin.com/company/toorg/,3,,
Caliza Holding,https://www.crunchbase.com/organization/caliza-holding,Venture Capital,3,,"Netstal, Glarus, Switzerland",Early Stage Venture,"Caliza Holding is a family office promoting entrepreneurship, with a track record of value creation.","Europe, Middle East, and Africa (EMEA)",,,https://www.caliza.ch/en,https://www.linkedin.com/company/calizaholdingag/,1,,
Nextech Venture,https://www.crunchbase.com/organization/nextech-venture,Venture Capital,3,1,"Zürich, Zurich, Switzerland",Late Stage Venture,"Nextech Venture manages, and advises two investment funds with a focus on healthcare.","Europe, Middle East, and Africa (EMEA)",1998-01-01,year,https://www.nextechinvest.com/,https://www.linkedin.com/company/nextech-invest-ltd./,3,1,1
Apprecia Capital,https://www.crunchbase.com/organization/apprecia-capital,Venture Capital,3,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",Apprecia Capital Invest in entrepreneurs who have made significant contributions to society and the environment.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://www.appreciacapital.com,https://www.linkedin.com/company/appreciacapital,3,,
Evoco,https://www.crunchbase.com/organization/evoco-ag,"Private Equity Firm, Venture Capital",3,,"Zürich, Zurich, Switzerland",,Evoco is an innovative Private Equity firm dedicated to creating lasting value for investors and businesses.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.evocope.com/,https://www.linkedin.com/company/evocope/,3,,
Swiss Startup Capital,https://www.crunchbase.com/organization/swiss-startup-capital,Venture Capital,3,,"Zürich, Zurich, Switzerland",Early Stage Venture,Swiss Startup Capital is the investment arm of the Swiss Startup Group.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.swissstartupgroup.com/swissstartupcapital,https://www.linkedin.com/company/swiss-startup-capital/,3,,
Principle Capital Holdings,https://www.crunchbase.com/organization/principle-capital-holdings,"Private Equity Firm, Venture Capital",3,,"Geneva, Geneve, Switzerland",,Principle Capital Holdings S.A. (PCH) is a holding company of a group established to raise and manage investment funds. The Company has,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.princapital.com/output/page173.asp,,3,1,
21Celsius Ventures,https://www.crunchbase.com/organization/21celsius-ventures,Venture Capital,3,,"Baar, Zug, Switzerland","Early Stage Venture, Seed","21Celsius Ventures is an investment company based in Zug, Switzerland led by independent, lateral thinkers.","Europe, Middle East, and Africa (EMEA)",2020-01-24,day,https://www.21celsius.ventures/,https://www.linkedin.com/company/21celsius-ventures/,2,2,
Network Capital Holding AG,https://www.crunchbase.com/organization/network-capital-holding-ag,Venture Capital,3,,"Zug, Zug, Switzerland","Early Stage Venture, Seed",Network Capital Holding is the private investment firm of Peter Ohnemus.,"Europe, Middle East, and Africa (EMEA)",,,http://networkcapital.ch/,,1,,
Abalis Finance,https://www.crunchbase.com/organization/abalis-finance,Venture Capital,3,1,"Wollerau, Schwyz, Switzerland",Early Stage Venture,Abalis Finance AG is an independent Swiss Holding Company focused on financing market growth of successful companies in the field of,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,http://www.abalis.ch,,2,1,
Varuma,https://www.crunchbase.com/organization/varuma-ag,"Micro VC, Venture Capital",3,2,"Basel, Basel-Stadt, Switzerland",Late Stage Venture,Varuma is a venture capital firm that invests in the healthcare sector.,"Europe, Middle East, and Africa (EMEA)",,,http://www.varuma.ch,,3,,2
Ernst Gohner Stiftung,https://www.crunchbase.com/organization/ernst-gohner-stiftung,Venture Capital,3,1,"Cham, Zug, Switzerland",,EGS Beteiligungen AG operates as an investment company for development of medium-sized private and public companies.,"Europe, Middle East, and Africa (EMEA)",1957-01-01,year,http://www.ernst-goehner-stiftung.ch/index.php/de/Beteiligungen/Beteiligungen-AG,https://www.linkedin.com/company/ernst-g%C3%B6hner-stiftung/,3,1,
Business Angels Club Aargau,https://www.crunchbase.com/organization/business-angels-club-aargau,Venture Capital,3,,"Brugg, Aargau, Switzerland","Early Stage Venture, Seed, Venture","Business Angels Club Aargau mediates between innovative start-up companies and its members (business angels, private investors).","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://businessangels-ag.ch/,https://www.linkedin.com/company/business-angels-aargau,3,1,
New Energies Invest,https://www.crunchbase.com/organization/new-energies-invest,Venture Capital,3,2,"Basel, Basel-Stadt, Switzerland",Early Stage Venture,The investment policy of New Energies Invest Ltd. is based on the principles of sustainability. The main objective is to enhance the,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://www.newenergies.ch,,3,1,
MobileMan Ventures,https://www.crunchbase.com/organization/mobileman-ventures,Venture Capital,3,,"Menzingen, Zug, Switzerland",,Investment arm of MobileMan in transformative value mechanics,"Europe, Middle East, and Africa (EMEA)",2006-08-10,day,http://www.mobileman.com,https://www.linkedin.com/company/mobileman,1,,
Bright Technologies Fund,https://www.crunchbase.com/organization/bright-technologies-fund,Venture Capital,3,1,"Lugano, Ticino, Switzerland",,Bright Technologies Fund specializes in investments in early and late stage ventures.,"Europe, Middle East, and Africa (EMEA)",,,,,2,2,
B-FLEXION,https://www.crunchbase.com/organization/b-flexion,"Private Equity Firm, Venture Capital",2,,"Geneva, Geneve, Switzerland",Early Stage Venture,"B-FLEXION is a private, entrepreneurial investment firm that partners with sophisticated capital.","Europe, Middle East, and Africa (EMEA)",1906-01-01,year,https://www.bflexion.com,https://www.linkedin.com/company/b-flexion,2,1,
Convergence Partners AG,https://www.crunchbase.com/organization/convergence-partners-ag,Venture Capital,2,,"Zug, Zug, Switzerland","Early Stage Venture, Seed",Convergence Partners is a venture capital investor focusing on the growth financing,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.convergence-partners.ch/,https://www.linkedin.com/company/convergence-partners-ag/?originalSubdomain=de,2,1,
Riceberg Ventures,https://www.crunchbase.com/organization/riceberg-ventures,Venture Capital,2,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",Riceberg Ventures is an early-stage venture capital with a focus on companies building for global markets.,"Europe, Middle East, and Africa (EMEA)",,,https://riceberg.vc,https://www.linkedin.com/company/riceberg-ventures,2,1,
Zebra Impact Ventures,https://www.crunchbase.com/organization/zebra-impact-ventures,Venture Capital,2,,"Geneva, Geneve, Switzerland",,Zebra Impact Ventures is a Swiss-based venture capital firm that is impact by nature and tech-driven.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://zebraventures.ch,https://www.linkedin.com/company/zebra-ventures-sa,2,2,
Moonchain Capital,https://www.crunchbase.com/organization/moonchain-capital,Venture Capital,2,,"Geneva, Geneve, Switzerland",Seed,Moonchain Capital is a Geneva-based investment firm focused exclusively on blockchain related technologies and crypto assets.,"Europe, Middle East, and Africa (EMEA)",2018-04-01,month,https://www.moonchain.capital/,https://www.linkedin.com/company/moonchain-capital-sa/,2,,
Interogo Holding AG,https://www.crunchbase.com/organization/interogo-holding-ag,"Private Equity Firm, Venture Capital",2,1,"Pfaffikon, Zurich, Switzerland","Early Stage Venture, Private Equity",Interogo Holding is a foundation-owned investment group.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.interogoholding.com,https://www.linkedin.com/company/interogo-holding-ag,2,1,1
Ferring Ventures,https://www.crunchbase.com/organization/ferring-ventures,Venture Capital,2,,"Saint-prex, Vaud, Switzerland","Seed, Venture",The investment arm for Ferring Pharmaceuticals,"Europe, Middle East, and Africa (EMEA)",,,,,2,1,
